epoch,accuracy,loss,val_accuracy,val_loss
31,0.9480612277984619,0.16549061238765717,0.9529444575309753,0.14633579552173615
32,0.9473374485969543,0.16101562976837158,0.945629894733429,0.15391145646572113
33,0.9523041844367981,0.15065233409404755,0.94842529296875,0.1593385487794876
34,0.9543707370758057,0.1450839638710022,0.9684588313102722,0.12864074110984802
35,0.9625272154808044,0.13044552505016327,0.9412388205528259,0.18926651775836945
36,0.9458698630332947,0.16602492332458496,0.9434634447097778,0.16771629452705383
37,0.9627368450164795,0.11711616069078445,0.9888417720794678,0.05292851850390434
38,0.9642693400382996,0.11274943500757217,0.942741334438324,0.1619841605424881
39,0.963330864906311,0.11413957923650742,0.9535384774208069,0.12063032388687134
40,0.9835872650146484,0.055917683988809586,0.975284218788147,0.10692483186721802
41,0.9720563888549805,0.10751119256019592,0.9747833609580994,0.09871476888656616
42,0.9373839497566223,0.18792127072811127,0.9655120372772217,0.12881366908550262
43,0.9578050374984741,0.14372745156288147,0.966618537902832,0.12053041905164719
44,0.9382475018501282,0.17483735084533691,0.926365077495575,0.18865162134170532
45,0.9282740354537964,0.1922091394662857,0.9661293625831604,0.11915591359138489
46,0.9698151350021362,0.10258452594280243,0.9723141193389893,0.09671087563037872
47,0.9637851119041443,0.1272110939025879,0.9717317223548889,0.10341370105743408
48,0.9599664807319641,0.1355481743812561,0.9640910625457764,0.12496367841959
49,0.9648483395576477,0.1262083202600479,0.9637765288352966,0.1324291080236435
50,0.9682427048683167,0.1158088967204094,0.988538920879364,0.06275611370801926
51,0.9629914164543152,0.13128109276294708,0.9452105760574341,0.19476771354675293
52,0.884756326675415,0.2892608344554901,0.9197260737419128,0.24653927981853485
53,0.9221392273902893,0.2300930619239807,0.8958139419555664,0.30739742517471313
54,0.9241659045219421,0.21711194515228271,0.9690411686897278,0.16226232051849365
55,0.9596369862556458,0.15426386892795563,0.9642191529273987,0.1589055061340332
56,0.9436485171318054,0.1934695988893509,0.9235929846763611,0.2209538370370865
57,0.962252676486969,0.1319897472858429,0.9707766771316528,0.13896626234054565
58,0.9437434077262878,0.18049733340740204,0.9481806755065918,0.1463051438331604
59,0.9482458829879761,0.15774020552635193,0.9454435110092163,0.16106602549552917
60,0.9396851062774658,0.18375888466835022,0.9467480182647705,0.1712290346622467
61,0.9159944653511047,0.225854754447937,0.9715220928192139,0.12480311840772629
62,0.9302857518196106,0.19366775453090668,0.9448262453079224,0.16541405022144318
63,0.9439181089401245,0.17020434141159058,0.9482156038284302,0.1471201628446579
64,0.9681628346443176,0.11221106350421906,0.9696468710899353,0.10951224714517593
65,0.9720563888549805,0.10406453907489777,0.9701942801475525,0.10698624700307846
66,0.9667651653289795,0.11715777218341827,0.946596622467041,0.16021206974983215
67,0.9654273986816406,0.1254110485315323,0.9480758309364319,0.16270412504673004
68,0.9603757858276367,0.13188208639621735,0.9699147343635559,0.11469648778438568
69,0.9464389085769653,0.15862998366355896,0.8666371703147888,0.33672070503234863
70,0.9489747285842896,0.16245892643928528,0.9513837099075317,0.2160016894340515
71,0.9649931192398071,0.1360132098197937,0.973455548286438,0.11425174027681351
72,0.9667352437973022,0.1183159276843071,0.9935356974601746,0.11691953986883163
73,0.9672693610191345,0.10931462794542313,0.9747134447097778,0.09941620379686356
74,0.9742477536201477,0.09916564077138901,0.9759364724159241,0.09662608802318573
75,0.9515753984451294,0.15473613142967224,0.9506033062934875,0.17356617748737335
76,0.9461843371391296,0.16926787793636322,0.9480175971984863,0.15471512079238892
77,0.9498682022094727,0.1546686589717865,0.9467130899429321,0.16413499414920807
78,0.9437483549118042,0.17267164587974548,0.9404817223548889,0.18482668697834015
79,0.9437583684921265,0.17363567650318146,0.9455134272575378,0.16174833476543427
80,0.9503224492073059,0.16007108986377716,0.9854989647865295,0.06978778541088104
81,0.9598965644836426,0.1283687949180603,0.951080858707428,0.14259546995162964
82,0.9585537910461426,0.1529572308063507,0.9899715781211853,0.05053674057126045
83,0.9896422028541565,0.04075568914413452,0.9957486987113953,0.026674458757042885
84,0.9893876314163208,0.047929953783750534,0.9859066605567932,0.058208223432302475
85,0.9802178144454956,0.07908463478088379,0.9906704425811768,0.037317607551813126
86,0.9774025082588196,0.07825156301259995,0.993034839630127,0.022587768733501434
87,0.989732027053833,0.036256033927202225,0.9673639535903931,0.12757593393325806
88,0.9838517904281616,0.05920897424221039,0.9863841533660889,0.053295720368623734
89,0.989522397518158,0.041233036667108536,0.9943859577178955,0.02281453087925911
90,0.9904009103775024,0.03893450275063515,0.9808167219161987,0.06613924354314804
91,0.9762244820594788,0.08767591416835785,0.9300922751426697,0.18931607902050018
92,0.9616137146949768,0.12089772522449493,0.9480292797088623,0.15745525062084198
93,0.9622975587844849,0.12828342616558075,0.9674338698387146,0.11345657706260681
94,0.9606802463531494,0.1275702714920044,0.9702641367912292,0.11191453039646149
95,0.9636553525924683,0.12402021139860153,0.9498345851898193,0.14935579895973206
96,0.9604406952857971,0.13509903848171234,0.9663856029510498,0.11419285088777542
97,0.9553441405296326,0.12906120717525482,0.9454784989356995,0.3480086326599121
98,0.9424605369567871,0.179403617978096,0.946282148361206,0.1778879165649414
99,0.9763492345809937,0.08658961951732635,0.9859299063682556,0.0592695027589798
